company_number,company_name,status,company_type,date_of_creation,address,postcode,locality,region,sic_codes,sic_descriptions,is_truck_commercial,is_mobile,categories
12667724,TOP GEAR TYRE CENTRE HOLDINGS LIMITED,active,ltd,2020-06-12,"116 Duke Street, Liverpool, Merseyside, L1 5JW",L1 5JW,Liverpool,Merseyside,64209,64209: SIC code 64209,False,False,fitting_service
15826363,"TOP TREAD TYRE, EXHAUST & MOT CENTRE LTD",active,ltd,2024-07-08,"Unit 1&2 Britannia Industrial Park,, Dashwood Avenue, High Wycombe, Buckinghamshire, HP12 3ES",HP12 3ES,High Wycombe,Buckinghamshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
09215366,TOWNGATE TYRES AND SERVICE CENTRE LIMITED,active,ltd,2014-09-12,"Towngate Tyres And Service Centre Whitley Way, Northfields Industrial Estate, Market Deeping, Peterborough, PE6 8AR",PE6 8AR,Peterborough,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
12601597,TREAD SAFE TYRE CENTRE LIMITED,active,ltd,2020-05-14,"Unit 5e Boardman Road, Swadlincote, DE11 9DL",DE11 9DL,Swadlincote,,45190; 45320,45190: Sale of other motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
13010654,TREADZ TYRES AND AUTOCARE CENTRE LIMITED,active,ltd,2020-11-11,"Unit 3a Heron Road, Rumney, Cardiff, CF3 3HL",CF3 3HL,Cardiff,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
04768454,TRU-FIT TYRE AND AUTO CENTRE LIMITED,active,ltd,2003-05-18,"1 Derby Road, Eastwood, Nottingham, Nottinghamshire, NG16 3PA",NG16 3PA,Nottingham,Nottinghamshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
09325893,TRURO TYRE & WHEEL CENTRE LTD,active,ltd,2014-11-25,"14 & 15 Southernhay West, Exeter, EX1 1PL",EX1 1PL,Exeter,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
04350835,TYNE TYRES AUTO CENTRE LIMITED,active,ltd,2002-01-10,"The Auto Centre, Tanners Bank, North Shields, Tyne & Wear, NE30 1JH",NE30 1JH,North Shields,Tyne & Wear,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
NI612612,THE TYRE & AUTO CENTRE LTD,active,ltd,2012-05-08,"1 Loughway Business Park, Greenbank Ind. Estate, Newry, County Down, BT34 2TH",BT34 2TH,Newry,County Down,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05265257,TYRE AND BATTERY CENTRE LIMITED,active,ltd,2004-10-20,"Unit 2 Shepherd Road, Gloucester, Gloucestershire, GL2 5EL",GL2 5EL,Gloucester,Gloucestershire,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
04197194,THE TYRE & EXHAUST CENTRE LIMITED,active,ltd,2001-04-10,"58 Bridge Street, Pinner, Middlesex, HA5 3JF",HA5 3JF,Middlesex,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
12416601,TYRE BASE AUTO CENTRE LTD,active,ltd,2020-01-21,"305-317 Wednesbury Road, Walsall, WS2 9QJ",WS2 9QJ,Walsall,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05249505,TYRED AND EXHAUSTED AUTO CENTRES LIMITED,active,ltd,2004-10-04,"260 - 270 Butterfield, Great Marlings, Luton, Bedfordshire, LU2 8DL",LU2 8DL,Luton,Bedfordshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
08234753,DISCOUNT TYRES STOP AND STEER CENTER LIMITED,active,ltd,2012-10-01,"Discount Tyres, Chalkwell Road, Sittingbourne, Kent, ME10 1BJ",ME10 1BJ,Sittingbourne,Kent,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15709575,LEICESTER TYRES & TESTING CENTER LTD,active,ltd,2024-05-08,"Unit 11 Clarendon Business Park, Oakland Road, Leicester, LE2 6AP",LE2 6AP,Leicester,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15042441,LOUTH TYRE CENTER LTD,active,ltd,2023-08-01,"32 Reynolds Street, Cleethorpes, DN35 7TU",DN35 7TU,Cleethorpes,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
14971355,PREMIER TYRE CENTER LTD,active,ltd,2023-06-30,"39 Olympus Close, Ipswich, IP1 5LJ",IP1 5LJ,Ipswich,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
SC827007,SALTYRES TYRE CENTER LTD,active,ltd,2024-10-25,"Unit 4 239 Shawbridge Street, Glasgow, G43 1QN",G43 1QN,Glasgow,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
12551552,SAMI TYRE & SERVICE CENTER LTD,active,ltd,2020-04-08,"204c Hampton Road West, Feltham, TW13 6BG",TW13 6BG,Feltham,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
14833242,SA1 TYRE CENTER LIMITED,active,ltd,2023-04-27,"40 Jones Terrace, Swansea, SA1 6YN",SA1 6YN,Swansea,,45200; 45310; 45320; 96090,45200: Maintenance and repair of motor vehicles; 45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories; 96090: Other personal service activities n.e.c.,False,False,fitting_service
15094199,SA TYRES & WHEEL ALIGNMENT CENTER LTD,active,ltd,2023-08-24,"Sa Tyres 1a, Farndon Road, Birmingham, B8 3HR",B8 3HR,Birmingham,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
SC718435,BLANTYRE MOT CENTER LTD,active,ltd,2021-12-28,"211b Main Street, Bellshill, Lanarkshire, ML4 1AJ",ML4 1AJ,Bellshill,Lanarkshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15290338,RETREADS LIMITED,active,ltd,2023-11-16,"61 Charlotte Street, St Pauls Square, Birmingham, West Midlands, B3 1PX",B3 1PX,Birmingham,West Midlands,22190; 22290,22190: SIC code 22190; 22290: SIC code 22290,False,False,retread
01164232,RETREADERS REQUIREMENTS LIMITED,active,ltd,1974-03-25,"2 Lake End Court, Taplow Road, Taplow, Maidenhead, Berkshire, SL6 0JQ",SL6 0JQ,Maidenhead,Berkshire,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,retread
03548928,RETREADING BUSINESS LIMITED,active,ltd,1998-04-20,"15 Blackthorn Close, Wistaston, Crewe, Cheshire, CW2 6PQ",CW2 6PQ,Crewe,Cheshire,58142,58142: SIC code 58142,True,False,truck_commercial; retread
01337431,CAVALIER RETREADS LIMITED,active,ltd,1977-11-04,"C/O Kpmg, Festival Way, Stoke On Trent, ST1 5TA",ST1 5TA,Stoke On Trent,,2513,2513: SIC code 2513,False,False,retread
08688477,CENTURION RETREADS LIMITED,active,ltd,2013-09-12,"Unit C Leyland Business Park Centurion Way, Farington, Leyland, PR25 3GR",PR25 3GR,Leyland,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,retread
15820173,DWELL RETREAD LTD,active,ltd,2024-07-04,"12 Dorchester Road, Solihull, West Midlands, B91 1LS",B91 1LS,Solihull,West Midlands,68100; 68209,68100: SIC code 68100; 68209: SIC code 68209,False,False,retread
SC421580,GRANITE RETREADS LIMITED,active,ltd,2012-04-11,"25 Carmyle Avenue, Glasgow, G32 8HN",G32 8HN,Glasgow,,43290,43290: SIC code 43290,False,False,retread
14432302,GB TYRE RETREADING LIMITED,active,ltd,2022-10-20,"Milburn House Hexham Business Park, Burn Lane, Hexham, Northumberland, NE46 3RU",NE46 3RU,Hexham,Northumberland,22110,22110: SIC code 22110,False,False,retread
00993489,RED DRAGON RETREADING LIMITED,active,ltd,1970-11-04,"Unit 26 Sturmi Way, Village Farm Industrial Estate, Pyle, Mid Glamorgan, CF33 6BZ",CF33 6BZ,Pyle,Mid Glamorgan,22110,22110: SIC code 22110,False,False,retread
08421147,REMOULD LIMITED,active,ltd,2013-02-27,"145a Ashley Road, Hale, Altrincham, WA14 2UW",WA14 2UW,Altrincham,,32990,32990: SIC code 32990,False,False,retread
16763105,REMOULD PERFORMANCE LTD,active,ltd,2025-10-04,"11 The Blackthorns, Burgess Hill, RH15 8HW",RH15 8HW,Burgess Hill,,85510; 93199,85510: SIC code 85510; 93199: SIC code 93199,False,False,retread
00932731,BULLDOG REMOULDS LIMITED,active,ltd,1968-05-27,"Athena Drive, Tachbrook Park, Warwick, Warwickshire, CV34 6UX",CV34 6UX,Warwick,Warwickshire,22110,22110: SIC code 22110,False,False,retread
03032449,GLOBAL REMOULD SERVICES LIMITED,active,ltd,1995-03-13,"Booth Street Chambers, Booth Street, Ashton Under Lyne, OL6 7LQ",OL6 7LQ,Ashton Under Lyne,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,retread; fitting_service
00816211,NORTH STAR REMOULDS LIMITED,active,ltd,1964-08-18,"5 Barnsley Road, Scissett, Nr Huddersfield, Yorks, HD8 9HW",HD8 9HW,Nr Huddersfield,Yorks,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,retread
03404615,SELECT REMOULDS LTD,active,ltd,1997-07-17,"Suite 8 Stonebridge House Main Road, Hawkwell, Hockley, Essex, SS5 4JH",SS5 4JH,Hockley,Essex,22110,22110: SIC code 22110,False,False,retread
00928436,KINGSHILL REMOULDING COMPANY LIMITED,active,ltd,1968-03-07,"Wiltshire House County Park Business Centre, Shrivenham Road, Swindon, Wiltshire, SN1 2NR",SN1 2NR,Swindon,Wiltshire,99999,99999: SIC code 99999,False,False,retread
00514164,NORTH HANTS TYRE AND REMOULDING COMPANY LIMITED,active,ltd,1952-12-12,"Henry John House, 2 Ivy Road, Aldershot, Hants, GU12 4TX",GU12 4TX,Aldershot,Hants,45310; 45320,45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,retread
01089351,KINGPIN TYRES LIMITED,active,ltd,1973-01-02,"Unit A9 Wem Industrial Estate, Soulton Road, Wem, Shropshire, SY4 5SD",SY4 5SD,Wem,Shropshire,22110,22110: SIC code 22110,False,False,general_tyre
01350593,BANDVULC TYRES LTD,active,ltd,1978-01-30,"Gillard Way, Lee Mill Industrial Estate, Ivybridge, Devon, PL21 9LN",PL21 9LN,Ivybridge,Devon,22110,22110: SIC code 22110,False,False,general_tyre
16746757,AM TYRE LTD,active,ltd,2025-09-27,"Brook House, Weybrook Road, Manchester, M19 2QD",M19 2QD,Manchester,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16014664,ANTHONY TYRER LIMITED,active,ltd,2024-10-13,"Unit 11 Old London Road, Wheatley, Oxford, OX33 1XW",OX33 1XW,Oxford,,66220,66220: Activities of insurance agents and brokers,False,False,general_tyre
16948037,ANTHONY TYRER HOLDINGS LIMITED,active,ltd,2026-01-07,"Unit 11 Old London Road, Wheatley, Oxford, OX33 1XW",OX33 1XW,Wheatley,Oxford,70100,70100: Activities of head offices,False,False,general_tyre
16285773,ANY TYRE SOLUTION LTD,active,ltd,2025-03-02,"51 Station Road, Marston Green, Birmingham, B37 7AB",B37 7AB,Birmingham,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
SC833736,AOK TYRE & PLASTIC RECYCLING(ENVIRONMENTAL) LTD,active,ltd,2025-01-10,"90 Glencroft Road, Glasgow, G44 5RD",G44 5RD,Glasgow,,74901,"74901: Other professional, scientific and technical activities",False,False,general_tyre
15879263,TYRE WHOLESALE AND RECYCLING LTD,active,ltd,2024-08-05,"Unit 3 Apex Trading Estate, Lower Eccleshill Road, Darwen, BB3 0RP",BB3 0RP,Darwen,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
15505590,TYRE WHOLESALE DIRECT LTD,active,ltd,2024-02-20,"Office 5 Load N Lock, Bernards Way, Yeovil, BA20 2FH",BA20 2FH,Yeovil,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
15572029,TYRE WHOLESALE MANCHESTER LTD,active,ltd,2024-03-17,"Unit G1, Weaste Lane, Salford, M5 5HD",M5 5HD,Salford,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
15807014,BANOZE TYRES WHOLESALE LTD,active,ltd,2024-06-27,"3 Downland Close, London, England, N20 9LB",N20 9LB,London,England,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
10253925,CITI TYRES WHOLESALERS LTD,active,ltd,2016-06-28,"7 Welland Road, Peterborough, PE1 3SA",PE1 3SA,Peterborough,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,wholesale
09795057,COSTA'S TYRES WHOLESALE LIMITED,active,ltd,2015-09-25,"Suite 4102 Charlotte House, Queens Dock Business Centre, 67-83 Norfolk Street, Liverpool, L1 0BG",L1 0BG,Liverpool,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
01509336,DISCOUNT WHOLESALE TYRES (HEMEL) LIMITED,active,ltd,1980-07-25,"7-8 Portmill Lane, Hitchin, Hertfordshire, SG5 1DJ",SG5 1DJ,Hitchin,Hertfordshire,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,wholesale
16381367,GLOBAL WHOLESALE TYRE LTD,active,ltd,2025-04-11,"Unit 02 3 Rabans Close, Rabans Lane Industrial Area, Aylesbury, HP19 8RS",HP19 8RS,Aylesbury,,45310; 45320,45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,wholesale
07399286,GROUP TYRE WHOLESALE LIMITED,active,ltd,2010-10-07,"Group House, Lester Road, Aylesbury, Buckinghamshire, HP20 1QN",HP20 1QN,Aylesbury,Buckinghamshire,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
NI659262,GTL TYRE WHOLESALE LTD,active,ltd,2019-02-22,"26 Carrive Road, Silverbridge, Newry, BT35 9LJ",BT35 9LJ,Newry,,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,wholesale
16664592,GT MAX TYRES WHOLESALE LTD,active,ltd,2025-08-21,"2-10 Chaffinch Road, Bechenham, BR3 4LU",BR3 4LU,Bechenham,,45310; 45320,45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,wholesale
16351702,GT TYRES WHOLESALE LTD,active,ltd,2025-03-28,"C/O Cater Pearson Limited 373, High Street North, London, E12 6PG",E12 6PG,London,,45310; 45320,45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,wholesale
16118643,HK TYRES WHOLESALE LIMITED,active,ltd,2024-12-04,"42 Jubilee Street, Cardiff, CF11 6ST",CF11 6ST,Cardiff,,46900,46900: Non-specialised wholesale trade,False,False,wholesale
14012709,KENT WHOLESALE TYRES LTD,active,ltd,2022-03-30,"120 Cavendish Place, Eastbourne, BN21 3TZ",BN21 3TZ,Eastbourne,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,wholesale
16660918,KMS STOKE WHOLESALE TYRE LIMITED,active,ltd,2025-08-19,"55 Westgreen Avenue, Allenton, Derby, DE24 9AQ",DE24 9AQ,Derby,,22110,22110: SIC code 22110,False,False,wholesale
12101496,KMS WHOLESALE TYRES LIMITED,active,ltd,2019-07-12,"Unit 1 Coronation Street, Derby, DE23 8NW",DE23 8NW,Derby,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
04066994,MALVERN TYRES (WHOLESALE) LIMITED,active,ltd,2000-09-07,"Malvern House, Priory Road, Gloucester, GL1 2RQ",GL1 2RQ,Gloucester,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
16263010,MA WHOLESALE TYRE LIMITED,active,ltd,2025-02-19,"31 Duncan Street, Salford, M5 3SQ",M5 3SQ,Salford,,22110; 45310,22110: SIC code 22110; 45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
07527141,TYRE RECLAIM LIMITED,active,ltd,2011-02-11,"90a  Broomfield Road Broomfield Road, Chelmsford, CM1 1SS",CM1 1SS,Chelmsford,,96090,96090: Other personal service activities n.e.c.,False,False,general_tyre
04364012,TYRE RECOVERY LIMITED,active,ltd,2002-01-31,"Compound 15, Tudhoe Industrial Estate, Spennymoor, Durham, DL16 6TL",DL16 6TL,Spennymoor,Durham,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
16134872,TYRE RECYCLING SERVICES (WALES) LTD,active,ltd,2024-12-13,"Unit S Hirwaun Industrial Estate, Hirwaun, Aberdare, CF44 9UP",CF44 9UP,Aberdare,,38320,38320: SIC code 38320,False,False,fitting_service
07508490,TYRE REIFEN ENGINEERING AND DEVELOPMENT LIMITED,active,ltd,2011-01-27,"The White House Warrington Road, Bartington, Northwich, Cheshire, CW8 4QU",CW8 4QU,Northwich,Cheshire,71200,71200: Technical testing and analysis,False,False,general_tyre
00921415,TYRE RENEWALS LIMITED,active,ltd,1967-11-06,"Torbay Road, Castle Cary, Somerset, BA7 7DT",BA7 7DT,Somerset,,22190,22190: SIC code 22190,False,False,general_tyre
05519095,TYRE REPAIR SPECIALISTS LIMITED,active,ltd,2005-07-26,"Fleet House, New Road, Lancaster, Lancashire, LA1 1EZ",LA1 1EZ,Lancashire,,22110,22110: SIC code 22110,False,False,general_tyre
SC712334,TYRE RESCUE LTD,active,ltd,2021-10-15,"40 Ballochney Street, Airdrie, ML6 0LN",ML6 0LN,Airdrie,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
14803508,TYRE RESCUE 247 LTD,active,ltd,2023-04-14,"Watermills Road, Rowhurst Industrial Estate, Newcastle Under Lyme, Staffordshire, ST5 6FD",ST5 6FD,Newcastle Under Lyme,Staffordshire,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
10034207,TYRE RESOLVE LTD,active,ltd,2016-03-01,"24 Longley Road, Rainham, Gillingham, Kent, ME8 7RT",ME8 7RT,Gillingham,Kent,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
14266562,TYRE RESPONSE 24-7 LTD,active,ltd,2022-08-01,"Rowhurst Ind Est, Watermills Road, Newcastle Under Lyme, Staffordshire, ST5 6FD",ST5 6FD,Newcastle Under Lyme,Staffordshire,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
00980789,TYRE REVIVERS LIMITED,active,ltd,1970-05-29,"Blackbridge Farm, Cranford Road, Kettering, NN15 5JJ",NN15 5JJ,Kettering,,68209,68209: SIC code 68209,False,False,general_tyre
08033060,TYRE REVOLUTION LIMITED,active,ltd,2012-04-17,"5 Friarside, Witton Gilbert, Durham, DH7 6RY",DH7 6RY,Durham,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
14810769,TYRE REX LTD,active,ltd,2023-04-18,"Wayside Wayside, Main Road, Betley, Cheshire, CW3 9AD",CW3 9AD,Betley,Cheshire,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16329755,TYRE RIGHT LIMITED,active,ltd,2025-03-20,"55 The Crescent, Sherburn Village, Durham, DH6 1EJ",DH6 1EJ,Durham,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
SC681142,TYRE RUNNER LTD,active,ltd,2020-11-17,"First Floor 4 Earls Court, Earls Gate Business Park, Grangemouth, FK3 8ZE",FK3 8ZE,Grangemouth,,58290,58290: SIC code 58290,False,False,general_tyre
10571413,TYRE SAFE LIMITED,active,ltd,2017-01-18,"167 Turners Hill, Cheshunt, Waltham Cross, EN8 9BH",EN8 9BH,Waltham Cross,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
NI008504,TYRE SAFETY CENTRE (CO.TYRONE) LIMITED,active,ltd,1971-12-20,"2-4 Dungannon Road, Cookstown, Co Tyrone, BT80 8TL",BT80 8TL,Co Tyrone,,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,fitting_service
14805299,TYRE SALES ABINGDON LIMITED,active,ltd,2023-04-15,"2 Bignell Park Barns, Chesterton, Bicester, OX26 1TD",OX26 1TD,Bicester,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
09064212,TYRE SALES AND SERVICES LTD,active,ltd,2014-05-30,"Head Office 202 58 Peregrine Road, Ilford, Essex, IG6 3SZ",IG6 3SZ,Ilford,Essex,45112; 45310; 45320,45112: Wholesale and retail trade; repair of motor vehicles; 45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
12584733,TYRE SALES NW LTD,active,ltd,2020-05-04,"13 Thirlmere Road, Kendal, LA9 6LW",LA9 6LW,Kendal,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
09473315,TYRE SHACK LIMITED,active,ltd,2015-03-05,"Midland House, 2 Poole Road, Bournemouth, BH2 5QY",BH2 5QY,Bournemouth,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
15798956,ALL IN ONE STOP TIRES LIMITED,active,ltd,2024-06-24,"36 Cordrey Gardens, Coulsdon, CR5 2SP",CR5 2SP,Coulsdon,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
07237299,ALL THE TIRED HORSES LIMITED,active,ltd,2010-04-28,"2nd Floor, Northumberland House, 303-306 High Holborn, London, WC1V 7JZ",WC1V 7JZ,London,,82990,82990: Other business support service activities n.e.c.,False,False,general_tyre
16223249,ALPINE TIRE RECYCLING LTD,active,ltd,2025-02-02,"1 Alton Gate, Westcroft, Milton Keynes, Buckinghamshire, MK4 4DG",MK4 4DG,Milton Keynes,Buckinghamshire,38210,38210: SIC code 38210,False,False,general_tyre
SC871333,ANIMAL CARE TIREE LIMITED,active,private-limited-guarant-nsc,2025-11-28,"Kanoa, Vaul, Isle Of Tiree, PA77 6TP",PA77 6TP,Isle Of Tiree,,75000,75000: SIC code 75000,False,False,general_tyre
15984835,ANY CAR TIRES & SERVICING LTD,active,ltd,2024-09-28,"19 Silver Gardens, Belton, Great Yarmouth, NR31 9PD",NR31 9PD,Great Yarmouth,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16267919,AUTO TIRES LTD,active,ltd,2025-02-21,"Flat 6 Snow Hill, London, EC1A 2AY",EC1A 2AY,London,,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,general_tyre
02060520,BRIDGESTONE AIRCRAFT TIRE (UK) LIMITED,active,ltd,1986-10-01,"Westgate One, Avia Park Staines Road, Bedfont, Middlesex, TW14 8RS",TW14 8RS,Bedfont,Middlesex,46900,46900: Non-specialised wholesale trade,False,False,general_tyre
SC406705,CEANN TIRE CAPITAL LIMITED,active,ltd,2011-09-02,"8 Douglas Street, Hamilton, Lanarkshire, ML3 0BP",ML3 0BP,Hamilton,Lanarkshire,70221,70221: Activities of head offices; management consultancy,False,False,general_tyre
SC508047,COLL & TIREE ANIMAL CARE LTD,active,ltd,2015-06-10,"Sanderling, Balephetrish, Isle Of Tiree, PA77 6UY",PA77 6UY,Isle Of Tiree,,75000,75000: SIC code 75000,False,False,general_tyre
00150903,COOPER TIRE & RUBBER COMPANY EUROPE LIMITED,active,ltd,1918-07-04,"2920 Trident Court Solihull Parkway, Birmingham Business Park, Birmingham, B37 7YN",B37 7YN,Birmingham,,22110; 22190,22110: SIC code 22110; 22190: SIC code 22190,False,False,general_tyre
SC268711,DISCOVER TIREE,active,private-limited-guarant-nsc-limited-exemption,2004-06-03,"Units 1 And 2 Crossapol, Isle Of Tiree, PA77 6UP",PA77 6UP,Isle Of Tiree,,63990,63990: SIC code 63990,False,False,general_tyre
09994105,DOG TIRED PET BEDS LTD,active,ltd,2016-02-09,"Eshton Suite 2 Wynyard Business Park, Wynyard Avenue, Billingham, Cleveland, TS22 5TB",TS22 5TB,Billingham,Cleveland,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,general_tyre
10250800,DOG TIRED PRODUCTIONS LTD,active,ltd,2016-06-24,"Parker House, 44 Stafford Road, Wallington, Surrey, SM6 9AA",SM6 9AA,Wallington,Surrey,90010,90010: SIC code 90010,False,False,general_tyre
12936874,EASYFIT TIRE ESSEX LIMITED,active,ltd,2020-10-08,"104a Hythe Hill, Colchester, CO1 2NP",CO1 2NP,Colchester,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
14856479,EMARK TIRE COMPANY LTD,active,ltd,2023-05-09,"Office 3932 321-323, High Road,, Chadwell Heath,, Essex, RM6 6AX",RM6 6AX,"Chadwell Heath,",Essex,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,general_tyre
16400160,ENCORES TIRE&WHEEL UK LTD,active,ltd,2025-04-22,"17 Woodcock Lane, Northfield, Birmingham, B31 1BA",B31 1BA,Birmingham,,45310; 46900,45310: Wholesale trade of motor vehicle parts and accessories; 46900: Non-specialised wholesale trade,False,False,general_tyre
11894202,EUROPEAN TIRE RECYCLING LTD,active,ltd,2019-03-20,"10 Fitzroy Square, London, W1T 5HP",W1T 5HP,London,,82990,82990: Other business support service activities n.e.c.,False,False,general_tyre
11409139,FROM TIREE LTD,active,ltd,2018-06-11,"Union House, 111 New Union Street, Coventry, CV1 2NT",CV1 2NT,Coventry,,14190; 32300; 47910,"14190: SIC code 14190; 32300: SIC code 32300; 47910: Retail trade, except of motor vehicles",False,False,general_tyre
15873364,"GANG XING TIRE TRADING CO., LTD",active,ltd,2024-08-03,"53 Whateleys Drive, Kenilworth, Warwickshire, CV8 2GY",CV8 2GY,Kenilworth,Warwickshire,22110; 46190,"22110: SIC code 22110; 46190: Wholesale trade, except of motor vehicles",False,False,general_tyre
16086904,GENCO TIRE LIMITED,active,ltd,2024-11-18,"13 Dryden Avenue, London, W7 1ES",W7 1ES,London,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
12573058,GET KIDS TIRED LIMITED,active,ltd,2020-04-27,"C/O Parkes & Swan Ltd, The Officers Mess, Coldstream Road, Caterham, CR3 5QX",CR3 5QX,Caterham,,93290,93290: SIC code 93290,False,False,general_tyre
09029156,GITI TIRE HOLDINGS (UK) LIMITED,active,ltd,2014-05-08,"22 Cheshire Avenue, Cheshire Business Park, Lostock, Gralam, Northwich, Cheshire, CW9 7UA",CW9 7UA,Northwich,Cheshire,99999,99999: SIC code 99999,False,False,general_tyre
06798296,GITI TIRE (UK) LIMITED,active,ltd,2009-01-22,"22 Cheshire Avenue, Cheshire Business Park Lostock Gralam, Northwich, Cheshire, CW9 7UA",CW9 7UA,Northwich,Cheshire,46900,46900: Non-specialised wholesale trade,False,False,general_tyre
NI694385,GLÓR UACHTAR TIRE,active,private-limited-guarant-nsc-limited-exemption,2023-02-09,"2 Castle Avenue, Castlewellan, BT31 9DX",BT31 9DX,Castlewellan,,85520,85520: SIC code 85520,False,False,general_tyre
15746045,GOOD TIRES LTD,active,ltd,2024-05-28,"317 Bradford Road, Batley, WF17 6HY",WF17 6HY,Batley,,45200; 96090,45200: Maintenance and repair of motor vehicles; 96090: Other personal service activities n.e.c.,False,False,general_tyre
09921259,"HEFEI WANLI TIRE CO., LTD",active,ltd,2015-12-17,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",N14 5BP,London,,99999,99999: SIC code 99999,False,False,general_tyre
12267221,HOMELAND TIRES LIMITED,active,ltd,2019-10-17,"No 4 Castle Court, Castlegate Way, Dudley, DY1 4RH",DY1 4RH,Dudley,,99999,99999: SIC code 99999,False,False,general_tyre
15860708,HS TIRE N REPAIR LIMITED,active,ltd,2024-07-26,"160 Dock Road, Tilbury, RM18 7BS",RM18 7BS,Tilbury,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
