company_number,company_name,status,company_type,date_of_creation,address,postcode,locality,region,sic_codes,sic_descriptions,is_truck_commercial,is_mobile,categories
15116604,INTERCONTINENTAL WHOLESALE TIRES LTD,active,ltd,2023-09-05,"36 Cordrey Gardens, Coulsdon, CR5 2SP",CR5 2SP,Coulsdon,,45310; 45320,45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,wholesale
13529830,"JOYALL (WEIHAI) TIRE CO., LTD",active,ltd,2021-07-26,"Chase Business Centre, 39-41 Chase Side, London, N14 5BP",N14 5BP,London,,22110; 45310; 45320; 46630,"22110: SIC code 22110; 45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories; 46630: Wholesale trade, except of motor vehicles",False,False,general_tyre
12466070,J.PLANET TIRE UK LTD,active,ltd,2020-02-17,"277 - 279 Chiswick High Road, London, W4 4PU",W4 4PU,London,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
07892738,KAL TIRE SOUTHERN AFRICAN HOLDINGS LIMITED,active,ltd,2011-12-28,"8 Bluebell Close, Clover Nook Industrial Park, Somercotes, Alfreton, Derbyshire, DE55 4RD",DE55 4RD,Alfreton,Derbyshire,70100,70100: Activities of head offices,False,False,general_tyre
01313711,KAL TIRE (UK) LIMITED,active,ltd,1977-05-13,"8 Bluebell Close, Clover Nook Industrial Park, Somercotes, Alfreton, Derbyshire, DE55 4RD",DE55 4RD,Alfreton,Derbyshire,09900,09900: SIC code 09900,False,False,general_tyre
16583844,LOUGHBOROUGH TIRES LIMITED,active,ltd,2025-07-15,"Unit 1e Cumberland Road, Loughborough, LE11 5DF",LE11 5DF,Loughborough,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
FC034723,MAXAM TIRE INTERNATIONAL LIMITED,active,oversea-company,2017-07-01,"3806 Central Plaza 18 Harbour Road, Wanchai",,Wanchai,,,,False,False,general_tyre
09725607,MAXAM TIRE SOLUTIONS LIMITED,active,ltd,2015-08-10,"Ts2 Pinewood Business Park Coleshill Road, Solihull, West Midlands, B37 7HG",B37 7HG,West Midlands,,22110,22110: SIC code 22110,False,False,general_tyre
16034367,THE MOBILE TIRE FITTER LTD,active,ltd,2024-10-22,"20, Oakside Court, Fencepiece Road, Ilford, IG6 2PH",IG6 2PH,Ilford,,45200,45200: Maintenance and repair of motor vehicles,False,True,mobile
13084615,MOUNTION TRADING & TIRES REPAIRING UK LIMITED,active,ltd,2020-12-16,"Unit 1a Beckside Mill, Beckside Lane, Bradford, BD7 2JX",BD7 2JX,Bradford,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16369012,MTS TIRES LTD,active,ltd,2025-04-07,"58 Fairfield Road, London, N18 2QJ",N18 2QJ,London,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
12112110,NEATH VALETING AUTO-REPAIR & TIRES LTD,active,ltd,2019-07-19,"22 Castle Square, Merthyr Tydfil, CF47 8NU",CF47 8NU,Merthyr Tydfil,,33170,33170: SIC code 33170,False,False,general_tyre
16979669,OK TIRES LIMITED,active,ltd,2026-01-21,"Rokit House Kingswood Business Park, Holyhead Road, Albrighton, Staffordshire, WV7 3AU",WV7 3AU,Albrighton,Staffordshire,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
11409142,ON TIREE LTD,active,ltd,2018-06-11,"Union House, 111 New Union Street, Coventry, CV1 2NT",CV1 2NT,Coventry,,01450; 14390; 47910,"01450: Agriculture, forestry and fishing; 14390: SIC code 14390; 47910: Retail trade, except of motor vehicles",False,False,general_tyre
NI689024,PERFORMANCE TIRES LTD,active,ltd,2022-06-15,"120 Granville Road, Dungannon, BT70 1NW",BT70 1NW,Dungannon,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
16239090,RAPID TIRE SOLUTIONS LTD,active,ltd,2025-02-09,"15 Robin Hood Drive, Bushey, WD23 2BY",WD23 2BY,Bushey,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
08848791,RODEO TIRE LTD,active,ltd,2014-01-16,"Msh4973, Rm B, 1/F., La Bldg 66 Corporation Road, Grangetown, Cardiff, Wales, CF11 7AW",CF11 7AW,"Cardiff, Wales",,74990,"74990: Other professional, scientific and technical activities",False,False,general_tyre
10829863,"SAFEWAY TIRE MANUFACTURE CO., LTD.",active,ltd,2017-06-21,"37 Croydon Road, Beckenham, BR3 4AB",BR3 4AB,Beckenham,,99999,99999: SIC code 99999,False,False,general_tyre
16160959,SELFIE TIRE REPAIR TRADING LIMITED,active,ltd,2025-01-03,"115 London Road, Morden, SM4 5HP",SM4 5HP,Morden,,45310; 45320,45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
09766074,SETCO SOLID TIRE LTD.,active,ltd,2015-09-07,"Unit 13, Duddeston Mill Trading Estate Duddeston Mill Road, Saltley, Birmingham, B8 1AP",B8 1AP,Birmingham,,22110,22110: SIC code 22110,False,False,general_tyre
10351796,"SHANDONG WANSHINE TIRE CO., LTD",active,ltd,2016-08-31,"53 Whateleys Drive, Kenilworth, Warwickshire, CV8 2GY",CV8 2GY,Kenilworth,Warwickshire,99999,99999: SIC code 99999,False,False,general_tyre
10438790,"SHIFENG TIRE CO., LTD",active,ltd,2016-10-20,"10438790 - COMPANIES HOUSE DEFAULT ADDRESS, Cardiff, CF14 8LH",CF14 8LH,Cardiff,,74990,"74990: Other professional, scientific and technical activities",False,False,general_tyre
10234800,SOUTH TIRE LTD,active,ltd,2016-06-16,"98 Darenth Road, London, N16 6ED",N16 6ED,London,,68100; 68209,68100: SIC code 68100; 68209: SIC code 68209,False,False,general_tyre
16006415,SPARTS TIRE LTD,active,ltd,2024-10-08,"17 Becket Avenue, Sheffield, S8 7HA",S8 7HA,Sheffield,,20170; 22110; 22190,20170: SIC code 20170; 22110: SIC code 22110; 22190: SIC code 22190,False,False,general_tyre
16555487,SPIDER TIRES LTD,active,ltd,2025-07-02,"43 Mewburn, Bretton, Peterborough, PE3 8SG",PE3 8SG,Peterborough,,45200; 45320; 81210; 81222,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories; 81210: General cleaning of buildings; 81222: Services to buildings and landscape activities,False,False,general_tyre
12291689,SUMMIT TIRE COMPANY LTD,active,ltd,2019-10-31,"7 Copperfield Road, Coventry,, West Midlands, England,, CV2 4AQ",CV2 4AQ,"West Midlands, England,",,22110; 45320,22110: SIC code 22110; 45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
10291471,TIRE LIMITED,active,ltd,2016-07-22,"100 Great George Street, Preston, PR1 1TJ",PR1 1TJ,Preston,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
16666536,TIREALS LIMITED,active,ltd,2025-08-21,"45 Feather Lane, Nuneaton, CV10 7GN",CV10 7GN,Nuneaton,,81299; 96020,81299: Services to buildings and landscape activities; 96020: Other personal service activities,False,False,general_tyre
15979170,TIREAN LIMITED,active,ltd,2024-09-25,"78 Tachbrook Road, Feltham, TW14 9NX",TW14 9NX,Feltham,,64306,64306: SIC code 64306,False,False,general_tyre
09821436,TIREAN SERVICES LIMITED,active,ltd,2015-10-13,"34 Parkway, Houghton Regis, Dunstable, LU5 5PT",LU5 5PT,Dunstable,,43999,43999: SIC code 43999,False,False,fitting_service
16785051,TIREBU LTD,active,ltd,2025-10-14,"5 St. Lukes Road, Maidstone, ME14 5AR",ME14 5AR,Maidstone,,62020; 70229; 84130,62020: SIC code 62020; 70229: Management consultancy activities other than financial management; 84130: SIC code 84130,False,False,general_tyre
06846013,TIREBUCK RECRUITMENT LTD,active,ltd,2009-03-13,"1644b High Street Knowle, Solihull, West Midlands, B93 0NA",B93 0NA,Solihull,West Midlands,78109; 78200,78109: SIC code 78109; 78200: SIC code 78200,False,False,general_tyre
13021421,TIRED AND TESTED LTD,active,ltd,2020-11-15,"1st Floor 104 Oxford Street, Fitzrovia, London, W1D 1LP",W1D 1LP,Fitzrovia,London,86220; 90010; 90030,86220: SIC code 86220; 90010: SIC code 90010; 90030: SIC code 90030,False,False,general_tyre
12231749,TIRED ASS MUM LIMITED,active,ltd,2019-09-27,"16 Stratford Place London, Stratford Place, London, W1C 1BF",W1C 1BF,London,,47750; 47910; 62011,"47750: Retail trade, except of motor vehicles; 47910: Retail trade, except of motor vehicles; 62011: SIC code 62011",False,False,general_tyre
15364108,TIRED EYE LTD,active,ltd,2023-12-20,"4th Floor Silverstream House, 45 Fitzroy Street, Fitzrovia, London, W1T 6EB",W1T 6EB,London,,62012; 62090; 90030,62012: SIC code 62012; 62090: SIC code 62090; 90030: SIC code 90030,False,False,general_tyre
10024158,TIRED EYES CONSULTANCY LIMITED,active,ltd,2016-02-24,"103 Melrose Drive, Wigan, Lancashire, WN3 6EG",WN3 6EG,Wigan,Lancashire,70229,70229: Management consultancy activities other than financial management,False,False,general_tyre
SC805884,TIRED GIRL APPAREL LTD,active,ltd,2024-04-05,"272 Bath Street, Glasgow, G2 4JR",G2 4JR,Glasgow,,13300; 13990; 47710,"13300: SIC code 13300; 13990: SIC code 13990; 47710: Retail trade, except of motor vehicles",False,False,general_tyre
14695293,TIRED HORSES THEATRE LTD,active,ltd,2023-02-28,"Joseph  Madders, 65 Berwick Road, Ellesmere Port, Cheshire, CH66 4PW",CH66 4PW,Ellesmere Port,Cheshire,90010; 90020; 90030,90010: SIC code 90010; 90020: SIC code 90020; 90030: SIC code 90030,False,False,general_tyre
11036569,TIRED INDUSTRIES LIMITED,active,ltd,2017-10-27,"Unit 3 Cedar Court, 1 Royal Oak Yard, London, SE1 3GA",SE1 3GA,London,,74100,"74100: Other professional, scientific and technical activities",False,False,general_tyre
13497183,TIRED MOVEMENT CIC,active,private-limited-guarant-nsc,2021-07-06,"Antenna,, Beck Street, Nottingham, NG1 1EQ",NG1 1EQ,Nottingham,,82990,82990: Other business support service activities n.e.c.,False,False,general_tyre
14291711,TIRED MUMS COFFEE LIMITED,active,ltd,2022-08-12,"Suite 3b Rossett Business Village, Rossett, Wrexham, LL12 0AY",LL12 0AY,Wrexham,,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,general_tyre
16768097,TIREDUS LTD,active,ltd,2025-10-07,"20 Wenlock Road, London, N1 7GU",N1 7GU,London,,62012,62012: SIC code 62012,False,False,general_tyre
15525920,TIREE LIMITED,active,ltd,2024-02-27,"104 Kings Road, Gorleston, Great Yarmouth, NR31 7DJ",NR31 7DJ,Great Yarmouth,,43210,43210: SIC code 43210,False,False,general_tyre
SC307790,TIREE BLACK HOUSE LIMITED,active,ltd,2006-08-31,"6th Floor Gordon Chambers, 90 Mitchell Street, Glasgow, G1 3NQ",G1 3NQ,Glasgow,,56302,56302: SIC code 56302,False,False,general_tyre
SC789033,TIREE CAMPERVAN HIRE LTD,active,ltd,2023-11-13,"Machair House Machair House, Ruaig, Tiree, PA77 6TR",PA77 6TR,Tiree,,77110,77110: Renting and leasing of cars and light motor vehicles,True,False,truck_commercial
SC665634,TIREE CAR HIRE LTD,active,ltd,2020-06-30,"Failte, Heanish, Isle Of Tiree, PA77 6UL",PA77 6UL,Isle Of Tiree,,77110,77110: Renting and leasing of cars and light motor vehicles,False,False,general_tyre
SC802179,TIREE CHILLI GRILLZ LTD,active,ltd,2024-03-08,"Pierhead, Scarinish, Isle Of Tiree, PA77 6UH",PA77 6UH,Isle Of Tiree,,56103,56103: SIC code 56103,False,False,general_tyre
SC701866,TIREE COFFEE COMPANY LTD,active,ltd,2021-06-17,"Dunview, Scarinish, Isle Of Tiree, PA77 6UH",PA77 6UH,Isle Of Tiree,,10832,10832: SIC code 10832,False,False,general_tyre
16952357,TIRE ECOMMERCE LTD,active,ltd,2026-01-09,"2 Harebell Gardens, Houghton Regis, Dunstable, LU5 6RR",LU5 6RR,Dunstable,,47910,"47910: Retail trade, except of motor vehicles",False,False,general_tyre
SC157518,TIREE COMMUNITY BUSINESS LIMITED,active,private-limited-guarant-nsc,1995-04-20,"Island Centre, Crossapol, Isle Of Tiree, Argyll, PA77 6UP",PA77 6UP,Argyll,,82190,82190: Office administrative and business support activities,True,False,truck_commercial
SC292902,TIREE COMMUNITY DEVELOPMENT TRUST,active,private-limited-guarant-nsc-limited-exemption,2005-11-08,"The Island Centre Units 1 And 2, The Island Centre, Crosapol, Isle Of Tiree, PA77 6UP",PA77 6UP,Crosapol,Isle Of Tiree,74909,"74909: Other professional, scientific and technical activities n.e.c.",False,False,general_tyre
SC675841,TIREE COMMUNITY ENTERPRISE LIMITED,active,ltd,2020-09-29,"C/O TIREE COMMUNITY DEVELOPMENT TRUST, Units 1& 2 The Island Centre Isle Of Tiree, Scarinish, PA77 6UP",PA77 6UP,Scarinish,,46120; 68209,"46120: Wholesale trade, except of motor vehicles; 68209: SIC code 68209",False,False,general_tyre
SC800573,TIREE COMMUNITY GYM C.I.C.,active,private-limited-guarant-nsc,2024-02-26,"Kanoa, Vaul, Isle Of Tiree, PA77 6TP",PA77 6TP,Isle Of Tiree,,93130,93130: SIC code 93130,False,False,general_tyre
SC590008,TIREE COMMUNITY MARITIME ASSETS LIMITED,active,ltd,2018-02-27,"TIREE COMMUNITY DEVELOPMENT TRUST, Unite 1& 2 The Island Centre, Isle Of Tiree, Scarinish, PA77 6UP",PA77 6UP,Isle Of Tiree,Scarinish,68209,68209: SIC code 68209,False,False,general_tyre
SC316231,TIREE CONSULTING LIMITED,active,ltd,2007-02-09,"7 Foinaven Drive, Regents Park, Glasgow, G46 8JA",G46 8JA,Glasgow,,62020,62020: SIC code 62020,False,False,general_tyre
SC647129,TIREE CRAB COMPANY LTD,active,ltd,2019-11-14,"Ormer Cottage, Kirkapol, Isle Of Tiree, PA77 6TW",PA77 6TW,Kirkapol,Isle Of Tiree,03110,03110: SIC code 03110,False,False,general_tyre
SC363251,TIREE DESIGN 59 LTD,active,ltd,2009-07-29,"The Studio 3 Pentland Court, Bilston, Roslin, Midlothian, EH25 9TA",EH25 9TA,Roslin,Midlothian,43999,43999: SIC code 43999,False,False,general_tyre
SC729264,TIREE DOUGHNUT CO LTD.,active,ltd,2022-04-11,"6th Floor Gordon Chambers, 90 Mitchell Street, Glsgow, G1 3NQ",G1 3NQ,Glsgow,,96090,96090: Other personal service activities n.e.c.,False,False,general_tyre
SC674369,TIREE EQUESTRIAN CIC,active,private-limited-guarant-nsc,2020-09-15,"16 Moss Moss, Isle Of Tiree, Argyll, PA77 6XL",PA77 6XL,Isle Of Tiree,Argyll,85510,85510: SIC code 85510,False,False,general_tyre
SC658217,TIREE GARAGE LIMITED,active,ltd,2020-03-25,"Garradh Mor, Moss, Isle Of Tiree, PA77 6XL",PA77 6XL,Isle Of Tiree,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
SC729254,TIREE HOLDINGS LTD.,active,ltd,2022-04-11,"6th Floor Gordon Chambers, 90 Mitchell Street, Glasgow, G1 3NQ",G1 3NQ,Glasgow,,96090,96090: Other personal service activities n.e.c.,False,False,general_tyre
SC209584,TIREE INVESTMENTS LIMITED,active,ltd,2000-08-01,"C/O Jack Brown & Company, 7 Ward Road, Dundee, DD1 1LP",DD1 1LP,Dundee,,68100; 68209,68100: SIC code 68100; 68209: SIC code 68209,False,False,general_tyre
SC835389,TIREE LETTINGS LTD,active,ltd,2025-01-27,"Delvine House, Murthly, Perth, PH1 4LD",PH1 4LD,Perth,,55209,55209: SIC code 55209,False,False,general_tyre
SC789432,TIREE MAKERY CIC,active,private-limited-guarant-nsc,2023-11-15,"Tiree Makery Unit 4, Ionaid Iomairt Thiriodh, Crossapol, Isle Of Tiree, PA77 6UP",PA77 6UP,Isle Of Tiree,,47781; 85520; 90030,"47781: Retail trade, except of motor vehicles; 85520: SIC code 85520; 90030: SIC code 90030",False,False,general_tyre
SC372683,TIREE MARITIME TRUST LIMITED,active,private-limited-guarant-nsc,2010-02-09,"The Noust, Scarinish, Isle Of Tiree, PA77 6UH",PA77 6UH,Isle Of Tiree,,91030; 93199,91030: SIC code 91030; 93199: SIC code 93199,False,False,general_tyre
SC422182,TIREE MUSIC FESTIVAL C.I.C.,active,private-limited-guarant-nsc,2012-04-18,"Tiree Business Centre, Crossapol, Isle Of Tiree, PA77 6UP",PA77 6UP,Crossapol,Isle Of Tiree,90010,90010: SIC code 90010,False,False,general_tyre
SC732774,TIREE PIZZA COMPANY LTD.,active,ltd,2022-05-18,"6th Floor Gordon Chambers, 90 Mitchell Street, Glasgow, G1 3NQ",G1 3NQ,Glasgow,,96090,96090: Other personal service activities n.e.c.,False,False,general_tyre
SC292914,TIREE RENEWABLE ENERGY COMPANY LIMITED,active,ltd,2005-11-08,"Units 1 & 2 The Island Centre, Crossapol, Isle Of Tiree, PA77 6UP",PA77 6UP,Isle Of Tiree,,35110,35110: SIC code 35110,False,False,general_tyre
SC238789,TIREE RURAL DEVELOPMENT LIMITED,active,private-limited-guarant-nsc,2002-10-28,"Tiree Rural Centre, Crossapol, Isle Of Tiree, PA77 6UP",PA77 6UP,Isle Of Tiree,,01629,"01629: Agriculture, forestry and fishing",False,False,general_tyre
SC587787,TIREE SEA TOURS LIMITED,active,ltd,2018-02-05,"Failte, Heanish, Isle Of Tiree, PA77 6UL",PA77 6UL,Isle Of Tiree,,50100,50100: SIC code 50100,False,False,general_tyre
SC729253,TIREE TACO LTD.,active,ltd,2022-04-11,"6th Floor Gordon Chambers, 90 Mitchell Street, Glasgow, G1 3NQ",G1 3NQ,Glasgow,,96090,96090: Other personal service activities n.e.c.,False,False,general_tyre
SC763586,TIREE 25 LIMITED,active,ltd,2023-03-24,"19 Law Place, East Kilbride, Glasgow, G74 4QL",G74 4QL,Glasgow,,64209,64209: SIC code 64209,False,False,general_tyre
SC657791,TIREE WAVE CLASSIC COMMUNITY INTEREST COMPANY,active,private-limited-guarant-nsc,2020-03-18,"Burnside, Cornaig, Isle Of Tiree, Argyll, PA77 6XA",PA77 6XA,Isle Of Tiree,Argyll,93199,93199: SIC code 93199,False,False,general_tyre
SC421934,TIREE WHISKY COMPANY LIMITED,active,ltd,2012-04-16,"1a West Hynish, Isle Of Tiree, Argyll & Bute, PA77 6UF",PA77 6UF,Isle Of Tiree,Argyll & Bute,11010,11010: SIC code 11010,False,False,general_tyre
SC818066,TIREE WISHAW LIMITED,active,ltd,2024-07-31,"7-9 Tiree Crescent, Newmains, Wishaw, Lanarkshire, ML2 9HF",ML2 9HF,Wishaw,Lanarkshire,47190,"47190: Retail trade, except of motor vehicles",False,False,general_tyre
FC017547,TIREFIX,active,oversea-company,1993-09-21,"American National Bank Building, 1912 Capitol Avenue, Cheyenne, Wy 82001, Usa",,"Cheyenne, Wy 82001",Usa,,,False,False,general_tyre
16162667,TIREG CARGO & LOGISTICS LIMITED,active,ltd,2025-01-03,"Flat 55 Coatbridge House, Carnoustie Drive, London, N1 0DX",N1 0DX,London,,49320; 49390; 52290; 77110,49320: Land transport and transport via pipelines; 49390: Land transport and transport via pipelines; 52290: Other transportation support activities; 77110: Renting and leasing of cars and light motor vehicles,False,False,general_tyre
SC423017,TIREIL LIMITED,active,ltd,2012-04-30,"Hastings Legal, 15 The Square, Kelso, Roxboroughshire, TD5 7HH",TD5 7HH,Kelso,Roxboroughshire,74901,"74901: Other professional, scientific and technical activities",False,False,general_tyre
16409955,TIREINON LTD,active,ltd,2025-04-25,"45 Ironstone Drive, Chapeltown, Sheffield, S35 3XZ",S35 3XZ,Sheffield,,56302,56302: SIC code 56302,False,False,general_tyre
SC843761,TIREITHIN GROUP (HOLDINGS) LTD,active,ltd,2025-04-02,"Westland House, 14 Inchyra Road, Grangemouth, FK3 9XB",FK3 9XB,Grangemouth,,64209,64209: SIC code 64209,False,False,general_tyre
05943270,TIREJECT LIMITED,active,ltd,2006-09-22,"74a Church Street, Burbage, Hinckley, LE10 2DE",LE10 2DE,Hinckley,,46420; 96090,"46420: Wholesale trade, except of motor vehicles; 96090: Other personal service activities n.e.c.",False,False,general_tyre
16090417,TIREJECT INTERNATIONAL LIMITED,active,ltd,2024-11-20,"74a Church Street, Burbage, Hinckley, LE10 2DE",LE10 2DE,Hinckley,,96090,96090: Other personal service activities n.e.c.,False,False,general_tyre
12061060,TIRELESS LTD,active,ltd,2019-06-20,"14 London Street, Andover, Hampshire, SP10 2PA",SP10 2PA,Andover,Hampshire,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,general_tyre
10110378,TIRELESS BULL LTD,active,ltd,2016-04-07,"130 Plashet Road, London, E13 0QS",E13 0QS,London,,62090; 63990,62090: SIC code 62090; 63990: SIC code 63990,False,False,general_tyre
13682106,TIRELESS TECHNICAL SERVICES LIMITED,active,ltd,2021-10-15,"The Cottage Town End Road, Radnage, High Wycombe, Buckinghamshire, HP14 4DY",HP14 4DY,High Wycombe,Buckinghamshire,71129,71129: Architectural and engineering activities,False,False,fitting_service
13723893,TIRELIRE LTD,active,ltd,2021-11-04,"86-90 Paul Street, London, EC2A 4NE",EC2A 4NE,London,,41100; 64991,41100: SIC code 41100; 64991: SIC code 64991,False,False,general_tyre
